0	SBS1	N1	N2	N3	SBS18	SBS5	N4	SBS2	SBS13
0.0237156422645634	0.0176067000785978	0.00648222718665939	0.00316821196696007	0.0321700738020913	0.055900763979763	0.00636649090739352	0.00697855401373192	0.00105382534046881	0.00285570661090256
0.0151816705605954	0.010652986214272	0.0052604044196499	0.00230531533492191	0.0176943989961727	0.0102509484391233	0.00820022410966221	0.0266430635945867	0.000881357564724773	0.00205203337486202
0.00531168255203811	0.00224397158094954	0.000599641075594614	0.000386157286925975	0.00967120084026883	0.00318289794040213	0.00331042946405809	0.0020836730078163	0.000925626286572266	0.000892807778045625
0.0135820125262461	0.00912096917221074	0.00347812150341795	0.0026881136348149	0.0207446056662492	0.020193658645585	0.0047910831630318	0.00974020749444989	0.00104156725768668	0.00136165484236837
0.0156365843018191	0.0110040268371072	0.00712326632590032	0.00274791952182413	0.0246724045709594	0.0451259427021919	0.00521405252540504	0.0173879718899689	0.00113760641994226	0.00219766237406058
0.0108876192599641	0.00663827140557319	0.0044494377550395	0.00107197755191339	0.0145150134903305	0.0144363406026595	0.0072331798990283	0.030946281434667	0.00125927985107017	0.0028746294519217
0.00546157828350311	0.00172652949630674	0.000668431615395241	0.000229820072518621	0.00328600183269862	0.00681626732550807	0.00257216825847918	0.00368091384423021	0.000662628783702709	0.000668595242787271
0.00866393993205733	0.00785613208243446	0.00467730645705501	0.00177313699501793	0.0167343327963339	0.0265979693161804	0.00367648037914435	0.0131228954447871	0.00117296909702115	0.00115172410635881
0.0106789560820627	0.0170929536297483	0.00567366094943221	0.0012097050172196	0.00678225170254229	0.108272361785457	0.0051414334763122	0.0042716364822745	0.000887953384475532	0.00180821197780295
0.00738774557065027	0.00728172996328364	0.00298418078248959	0.00150250016267279	0.00602593398784886	0.0186912875670172	0.00784485208048613	0.0321009075244413	0.000804736870031363	0.00100781194342787
0.00445172139896532	0.00263801672667679	0.000891813727060431	0.000280913270697763	0.0016783066683783	0.00759820259404561	0.00503533494746291	0.00124394326859643	0.000537515085698293	0.000597557843229694
0.00777506037316871	0.00967852528122635	0.00374875496486072	0.00125013129411366	0.00723748224032102	0.0611254109954944	0.0021392868524527	0.00736794098093739	0.000869825501625092	0.000871866484272384
0.0192942799646426	0.0150432134716196	0.00554427189193625	0.00164020511127496	0.0157406129689426	0.0826058205165221	0.00383493010717468	0.00312479124453353	0.0016806014447632	0.0631561943605383
0.0217485810284255	0.0133745172859652	0.00482285446454646	0.00209066256261574	0.0167854114824591	0.0539141006971244	0.00491263190483378	0.00754943547716679	0.000796485124886247	0.0247181676669496
0.00494795659339639	0.00311911735416441	0.000828753418896821	0.000404403046077794	0.00195308338611101	0.00998016953450936	0.0014401631772739	0.00184217094984306	0.00108800777835677	0.010705542086626
0.0204432658058073	0.0201895015504351	0.00683439519608655	0.00346817382165516	0.0187146375024094	0.125964290002684	0.00564990106400762	0.00348366683792763	0.00102934934576716	0.0360155237952945
0.0095827706368453	0.00510535965568653	0.00203781723176716	0.00216335823545997	0.0148177313626249	0.00324146946094871	0.00955186756798053	0.00280321706372078	0.000972597868069718	0.00453005498841864
0.00644262094769817	0.00292014823039532	0.00145458680805216	0.0010936417867665	0.00588343562085699	0.00273892665825479	0.00754633286303483	0.00269773999922937	0.000645585453207914	0.00136926156593772
0.0020257048575846	0.000835020236940955	0.000270826078493796	0.00025469260133261	0.00605079107227432	0.00150484373641274	0.00286696495697007	0.00111891935517486	0.000908206760041173	0.000722810837934311
0.0111229749187348	0.0046079274225422	0.00178158944154568	0.00162845806848409	0.0109010993622681	0.00358953317489679	0.00986785737768341	0.00224733109784309	0.00106950491182313	0.00524585802829386
0.00678675154840288	0.00238371069579002	0.00242444129655101	0.00117141751880106	0.015426013769457	0.00254232509115451	0.00746710339248355	0.00124933079929506	0.00112646443274926	0.00867023128544117
0.00617067012100373	0.00228478438371714	0.00144482840022539	0.0010826272201622	0.0106188989781011	0.00443363781811281	0.00789553764055165	0.00995171108885153	0.00101486420653885	0.00229116177025339
0.0023688891862542	0.000803802417079185	0.000394741739780231	0.000403967322703029	0.00417247781207863	0.00251397639468381	0.00413006764313248	0.00363956415511032	0.00140500486041328	0.00115343668245175
0.0117688553635229	0.0037691820730512	0.00198120248133407	0.00148044832403158	0.01583421911179	0.00348161157599421	0.0123373968894027	0.00402293731344497	0.000872223889779762	0.00588922724064056
0.00396828604594912	0.00194865477304896	0.000910842266602811	0.00118577182629108	0.00652223534380675	0.0012895976074053	0.00574925830590496	0.00370006653611881	0.00127835762775763	0.0043906750667157
0.00520341110958535	0.00203340685738659	0.000918613143015793	0.000679831265836188	0.00459058815918436	0.00415891865743734	0.00494116555511523	0.0072055137175167	0.000746555983449461	0.000763818268238899
0.00156009234513464	0.000443630651616919	0.000159932992158662	0.000148307753297846	0.00207819340596502	0.00113119483860746	0.00184216552091941	0.00200319006394714	0.000422474683533355	0.000279360422416332
0.00556778962618087	0.00241257972371904	0.00114775983834444	0.000719899643728518	0.00571678379254255	0.00275578106787076	0.00778253098264906	0.00134575548283392	0.00106825347712218	0.00513164602456967
0.0107572986667336	0.00361256339563788	0.00239558406176025	0.00147295670307201	0.0224725053819529	0.00476739699641138	0.00810981556222082	0.00163748290010299	0.00108526635925338	0.298045288032236
